AnnotationId,ImageFile,Capture,ShapeType,RawCx,RawCy,Zona,Cx,Cy,InvalidRectify,MetaClass,Class,ClassId,Split
1539,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,186,292,Roca,318.5,74.0,False,Rock,Rock,2,train
1540,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,219,294,Roca,310.5,72.5,False,Rock,Rock,2,train
1541,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,206,285,Roca,315.0,80.5,False,Rock,Rock,2,train
1542,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,209,291,Roca,313.0,75.0,False,Rock,Rock,2,train
1543,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,202,292,Roca,314.5,74.0,False,Rock,Rock,2,train
1544,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,191,292,Roca,317.0,74.0,False,Rock,Rock,2,test
1545,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,147,297,Roca,325.5,69.5,False,Rock,Rock,2,train
1546,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,145,289,Roca,328.0,76.5,False,Rock,Rock,2,train
1547,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,139,288,Roca,330.0,77.5,False,Rock,Rock,2,train
1548,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,137,281,Roca,332.5,84.5,False,Rock,Rock,2,test
1549,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,132,282,Roca,333.5,83.5,False,Rock,Rock,2,train
1550,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,127,284,Roca,334.0,81.0,False,Rock,Rock,2,test
1551,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,129,291,Roca,331.0,74.5,False,Rock,Rock,2,train
1552,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,115,292,Roca,334.0,74.0,False,Rock,Rock,2,test
1553,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,103,294,Roca,336.0,72.0,False,Rock,Rock,2,test
1554,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,98,296,Roca,336.0,70.5,False,Rock,Rock,2,train
1555,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,98,291,Roca,338.0,74.5,False,Rock,Rock,2,train
1556,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,94,290,Roca,339.0,75.5,False,Rock,Rock,2,train
1557,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,92,294,Roca,338.0,72.0,False,Rock,Rock,2,test
1558,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,89,288,Roca,341.0,77.5,False,Rock,Rock,2,train
1559,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,80,294,Roca,340.5,72.0,False,Rock,Rock,2,train
1560,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,75,296,Roca,341.0,70.5,False,Rock,Rock,2,train
1561,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,52,288,Roca,349.0,77.0,False,Rock,Rock,2,train
1562,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,46,289,Roca,350.0,76.5,False,Rock,Rock,2,train
1563,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,42,291,Roca,350.0,74.5,False,Rock,Rock,2,train
1564,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,36,293,Roca,350.0,73.0,False,Rock,Rock,2,test
1565,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,33,288,Roca,353.0,77.0,False,Rock,Rock,2,train
1566,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,38,285,Roca,353.5,80.0,False,Rock,Rock,2,train
1567,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,25,287,Roca,355.0,78.0,False,Rock,Rock,2,train
1568,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,21,289,Roca,355.0,76.0,False,Rock,Rock,2,train
1569,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,25,293,Roca,352.5,73.0,False,Rock,Rock,2,train
1570,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,20,295,Roca,352.5,71.0,False,Rock,Rock,2,train
1571,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,15,294,Roca,354.0,72.0,False,Rock,Rock,2,train
1572,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,12,291,Roca,356.0,74.5,False,Rock,Rock,2,test
1573,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,125,296,Roca,330.5,70.5,False,Rock,Rock,2,train
1574,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,109,297,Roca,333.5,69.5,False,Rock,Rock,2,train
1575,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,276,297,Roca,297.5,70.0,False,Rock,Rock,2,train
1576,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,282,299,Roca,296.0,68.0,False,Rock,Rock,2,train
1577,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,289,298,Roca,294.5,69.0,False,Rock,Rock,2,train
1578,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,294,297,Roca,293.5,70.0,False,Rock,Rock,2,train
1579,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,265,297,Roca,300.0,70.0,False,Rock,Rock,2,train
1580,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,631,302,Roca,212.0,66.0,False,Rock,Rock,2,train
1581,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,666,296,Roca,198.0,71.0,False,Rock,Rock,2,train
1582,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,696,296,Roca,189.5,71.5,False,Rock,Rock,2,train
1583,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,700,297,Roca,189.5,70.5,False,Rock,Rock,2,train
1584,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,711,297,Roca,186.0,70.5,False,Rock,Rock,2,train
1585,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,641,302,Roca,209.5,66.0,False,Rock,Rock,2,test
1586,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,479,301,Roca,250.0,66.5,False,Rock,Rock,2,test
1587,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,486,300,Roca,248.0,67.5,False,Rock,Rock,2,train
1588,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,393,297,Roca,270.0,70.0,False,Rock,Rock,2,train
1589,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,375,294,Roca,274.0,72.5,False,Rock,Rock,2,train
1590,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,380,294,Roca,272.5,72.5,False,Rock,Rock,2,train
1591,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,181,295,Roca,319.0,71.5,False,Rock,Rock,2,train
1592,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,135,293,Roca,329.5,73.0,False,Rock,Rock,2,train
1593,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,119,297,Roca,331.5,69.5,False,Rock,Rock,2,train
1594,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,66,296,Roca,343.0,70.5,False,Rock,Rock,2,train
1595,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,70,296,Roca,342.0,70.5,False,Rock,Rock,2,train
1596,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,259,297,Roca,301.0,70.0,False,Rock,Rock,2,test
1597,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,254,297,Roca,302.5,70.0,False,Rock,Rock,2,train
1598,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,256,294,Roca,302.0,72.5,False,Rock,Rock,2,test
1599,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,309,298,Roca,290.0,69.0,False,Rock,Rock,2,test
1600,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,355,299,Roca,279.5,68.0,False,Rock,Rock,2,test
1601,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,361,294,Roca,277.5,72.5,False,Rock,Rock,2,train
1602,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,356,294,Roca,278.5,72.5,False,Rock,Rock,2,train
1603,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,8,303,Agua,351.5,65.0,False,Water,Water,0,train
1604,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,26,304,Agua,348.0,64.5,False,Water,Water,0,train
1605,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,45,303,Agua,344.5,65.0,False,Water,Water,0,train
1606,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,63,303,Agua,341.0,65.0,False,Water,Water,0,test
1607,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,81,303,Agua,337.5,65.0,False,Water,Water,0,train
1608,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,103,303,Agua,333.0,65.0,False,Water,Water,0,train
1609,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,122,304,Agua,329.0,64.5,False,Water,Water,0,train
1610,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,139,304,Agua,325.5,64.5,False,Water,Water,0,train
1611,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,173,304,Agua,318.5,64.5,False,Water,Water,0,train
1612,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,199,302,Agua,313.5,66.0,False,Water,Water,0,train
1613,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,226,300,Agua,308.0,67.5,False,Water,Water,0,train
1614,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,270,306,Agua,298.5,62.5,False,Water,Water,0,train
1615,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,299,305,Agua,292.0,63.5,False,Water,Water,0,test
1616,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,351,306,Agua,281.0,62.5,False,Water,Water,0,train
1617,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,419,305,Agua,265.5,63.5,False,Water,Water,0,test
1618,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,495,308,Agua,248.5,61.0,False,Water,Water,0,train
1619,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,517,309,Agua,243.5,60.0,False,Water,Water,0,train
1620,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,583,305,Agua,226.0,63.5,False,Water,Water,0,train
1621,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,575,300,Agua,225.5,67.5,False,Water,Water,0,test
1622,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,660,308,Agua,208.5,61.0,False,Water,Water,0,train
1623,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,686,306,Agua,200.5,62.5,False,Water,Water,0,train
1624,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,710,305,Agua,193.0,63.0,False,Water,Water,0,test
1625,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,550,287,Agua,225.0,80.0,False,Water,Water,0,test
1626,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,569,288,Agua,220.5,79.0,False,Water,Water,0,train
1627,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,587,290,Agua,216.5,77.0,False,Water,Water,0,train
1628,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,638,268,Agua,180.0,106.0,False,Water,Water,0,train
1629,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,657,267,Agua,171.5,107.5,False,Water,Water,0,train
1630,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,678,269,Agua,166.5,105.0,False,Water,Water,0,train
1631,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,696,269,Agua,159.5,105.0,False,Water,Water,0,test
1632,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,700,278,Agua,170.0,92.0,False,Water,Water,0,train
1633,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,680,280,Agua,179.0,89.0,False,Water,Water,0,train
1634,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,656,276,Agua,183.0,94.0,False,Water,Water,0,train
1635,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,44,270,Agua,360.0,96.0,False,Water,Water,0,train
1636,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,59,267,Agua,358.0,100.0,False,Water,Water,0,train
1637,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,82,263,Agua,354.5,105.5,False,Water,Water,0,train
1638,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,91,260,Agua,354.0,110.0,False,Water,Water,0,test
1639,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,96,266,Agua,349.0,101.5,False,Water,Water,0,train
1640,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,202,263,Agua,321.0,107.0,False,Water,Water,0,test
1641,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,210,266,Agua,318.0,103.0,False,Water,Water,0,test
1642,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,262,270,Agua,303.0,98.0,False,Water,Water,0,test
1643,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,272,272,Agua,300.0,95.5,False,Water,Water,0,train
1644,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,258,278,Agua,303.0,88.5,False,Water,Water,0,test
1645,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,197,272,Agua,320.0,95.0,False,Water,Water,0,test
1646,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,280,283,Agua,297.0,83.0,False,Water,Water,0,test
1651,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,138,193,Agua,437.0,410.0,False,Water,Water,0,test
1653,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,208,197,Agua,371.0,383.0,False,Water,Water,0,test
1655,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,254,200,Agua,330.5,362.5,False,Water,Water,0,train
1658,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,310,195,Agua,283.0,448.5,False,Water,Water,0,test
1660,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,364,198,Agua,231.0,424.5,False,Water,Water,0,train
1662,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,398,201,Agua,203.0,395.0,False,Water,Water,0,train
1664,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,456,201,Agua,140.5,416.0,False,Water,Water,0,test
1666,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,516,201,Agua,67.0,441.5,False,Water,Water,0,train
1668,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,574,208,Agua,48.0,364.0,False,Water,Water,0,train
1675,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,666,276,Agua,179.5,94.0,False,Water,Water,0,test
1676,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,416,288,Agua,262.5,78.5,False,Water,Water,0,test
1677,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,175,271,Agua,326.5,96.0,False,Water,Water,0,train
1678,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,75,252,Agua,364.0,122.5,False,Water,Water,0,train
1679,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,99,251,Agua,357.5,124.5,False,Water,Water,0,test
1680,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,156,304,Agua,322.0,64.5,False,Water,Water,0,train
1681,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,189,303,Agua,315.5,65.0,False,Water,Water,0,train
1682,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,285,306,Agua,295.0,62.5,False,Water,Water,0,test
1683,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,283,267,Agua,297.0,102.5,False,Water,Water,0,train
1684,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,271,265,Agua,300.5,105.0,False,Water,Water,0,train
1685,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,646,276,Agua,186.5,94.0,False,Water,Water,0,test
1686,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,685,265,Agua,157.5,111.5,False,Water,Water,0,test
1687,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,689,279,Agua,175.0,90.5,False,Water,Water,0,train
1688,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,593,303,Agua,222.5,65.0,False,Water,Water,0,train
1689,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,712,285,Agua,174.0,83.0,False,Water,Water,0,train
1690,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,684,288,Agua,186.0,79.5,False,Water,Water,0,train
1691,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,426,288,Agua,260.0,78.5,False,Water,Water,0,train
1692,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,371,307,Agua,276.5,62.0,False,Water,Water,0,train
1694,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,483,204,Agua,125.5,384.5,False,Water,Water,0,train
1697,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,421,197,Agua,163.5,466.0,False,Water,Water,0,train
1698,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,340,199,Agua,256.5,401.5,False,Water,Water,0,train
1700,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,280,195,Agua,312.5,435.5,False,Water,Water,0,train
1702,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,171,191,Agua,419.5,452.0,False,Water,Water,0,train
1703,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,5,233,Rompiente,406.0,160.5,False,Water,Surf,3,train
1704,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,20,215,Rompiente,433.5,221.5,False,Water,Surf,3,train
1705,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,29,232,Rompiente,399.5,164.0,False,Water,Surf,3,train
1706,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,48,212,Rompiente,428.5,238.5,False,Water,Surf,3,test
1707,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,62,231,Rompiente,389.0,168.5,False,Water,Surf,3,train
1708,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,83,215,Rompiente,406.0,227.5,False,Water,Surf,3,test
1709,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,94,234,Rompiente,374.0,161.5,False,Water,Surf,3,train
1710,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,114,212,Rompiente,397.0,245.5,False,Water,Surf,3,train
1711,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,126,237,Rompiente,359.5,155.0,False,Water,Surf,3,test
1712,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,151,215,Rompiente,373.5,234.5,False,Water,Surf,3,test
1713,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,162,235,Rompiente,348.0,162.0,False,Water,Surf,3,train
1714,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,185,215,Rompiente,356.5,238.0,False,Water,Surf,3,test
1715,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,196,236,Rompiente,334.5,160.5,False,Water,Surf,3,test
1716,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,212,217,Rompiente,340.5,231.0,False,Water,Surf,3,train
1717,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,226,237,Rompiente,322.0,159.0,False,Water,Surf,3,train
1718,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,246,217,Rompiente,322.5,234.5,False,Water,Surf,3,test
1719,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,255,238,Rompiente,310.5,158.0,False,Water,Surf,3,test
1720,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,268,218,Rompiente,310.0,232.0,False,Water,Surf,3,train
1721,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,278,238,Rompiente,301.0,159.0,False,Water,Surf,3,train
1722,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,303,215,Rompiente,290.5,252.0,False,Water,Surf,3,train
1723,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,310,238,Rompiente,288.0,160.0,False,Water,Surf,3,train
1724,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,333,217,Rompiente,273.0,244.5,False,Water,Surf,3,train
1725,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,336,237,Rompiente,277.0,164.0,False,Water,Surf,3,train
1726,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,356,220,Rompiente,260.5,231.0,False,Water,Surf,3,test
1727,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,363,238,Rompiente,265.5,162.5,False,Water,Surf,3,train
1728,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,387,218,Rompiente,240.0,245.5,False,Water,Surf,3,train
1729,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,388,242,Rompiente,256.0,153.0,False,Water,Surf,3,test
1730,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,402,221,Rompiente,234.0,231.0,False,Water,Surf,3,train
1731,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,409,242,Rompiente,247.0,153.5,False,Water,Surf,3,train
1732,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,422,218,Rompiente,217.0,250.0,False,Water,Surf,3,train
1733,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,427,244,Rompiente,241.0,149.0,False,Water,Surf,3,train
1734,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,443,221,Rompiente,208.0,235.5,False,Water,Surf,3,train
1735,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,446,244,Rompiente,232.5,150.0,False,Water,Surf,3,train
1736,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,459,221,Rompiente,197.5,237.0,False,Water,Surf,3,test
1737,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,467,244,Rompiente,223.5,150.5,False,Water,Surf,3,train
1738,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,481,221,Rompiente,183.0,240.0,False,Water,Surf,3,test
1739,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,488,242,Rompiente,211.5,157.0,False,Water,Surf,3,train
1740,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,499,220,Rompiente,168.0,248.0,False,Water,Surf,3,train
1741,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,505,241,Rompiente,202.5,160.5,False,Water,Surf,3,test
1742,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,526,221,Rompiente,151.5,245.5,False,Water,Surf,3,train
1743,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,537,243,Rompiente,189.5,156.5,False,Water,Surf,3,test
1744,0111_0086_18_09_26_13_34_mean_rectified.tif,0111_0086_18_09_26_13_34,point,553,223,Rompiente,138.0,237.5,False,Water,Surf,3,train
